,customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_risk_score,churn_risk
51840,ba06852aa0cfbaf3e534272d2be15a96,102,2,139.8,2,3,2,7,Medium
51859,ba16ab3721ffd6b57fc87a7a4f6a4fcf,74,2,73.75,3,3,1,7,Medium
51886,ba31ea04a575dfe13ef189d5dc797a5f,224,2,1057.9,1,3,3,7,Medium
51915,ba54ee5be417c0558c060a3186451248,273,2,361.0,1,3,3,7,Medium
51945,ba77e9b6506636dcbd03e463d4786f24,302,3,222.88,1,3,2,6,Medium
51966,ba87a137c5191264841e0be40e53f4ed,68,3,189.42000000000002,3,3,2,8,Low
52098,baffecbd1fcc31f8a415cef1cd8cf772,4,2,268.0,3,3,3,9,Low
52112,bb0aea12660bf8bd536b39fddbc336ee,178,2,69.9,2,3,1,6,Medium
52134,bb182f55e4cff6eabfc26d08354b5995,47,2,206.70000000000002,3,3,2,8,Low
52191,bb4d84a2b45b22ed710ac8c0dec63d1a,274,2,109.89,1,3,1,5,High
52201,bb58670190dba4e9b320f84cb98317a3,320,3,78.0,1,3,1,5,High
52220,bb656eab01a34ac497457c5a92f5bd07,236,2,329.8,1,3,3,7,Medium
52251,bb8486cad0e431659227f6fb18fc6a72,156,2,167.20000000000002,2,3,2,7,Medium
52272,bb99e6ae642f462d7bf05db05fc9aa11,24,2,184.79000000000002,3,3,2,8,Low
52276,bb9de7a757d93065939c7da2a3cd8ce4,259,2,89.8,1,3,1,5,High
52351,bbe8686a830c0caaf68452997d73d396,240,2,469.70000000000005,1,3,3,7,Medium
52390,bc0d7bb032bbf422fc74bb279c47de1e,229,2,122.89,1,3,1,5,High
52418,bc2387c48428a2e128eaa3d5b18b3591,417,2,114.80000000000001,1,3,1,5,High
52423,bc27afa44f5b67b080ab4ba3851a162d,259,2,167.9,1,3,2,6,Medium
52516,bc7b9e0d078c0c01f622b38cfcd7ee9c,175,2,351.8,2,3,3,8,Low
52532,bc877a9f97bb3f3d4fcd5f86028f81a9,84,2,159.45000000000002,3,3,2,8,Low
52550,bc98051cee7c0111167e6f40a4ed76f6,46,2,459.70000000000005,3,3,3,9,Low
52593,bcc9a08b533971412be737fd5bd918b3,153,2,356.06,2,3,3,8,Low
52644,bcf0a5f0f3ec8639f940749aab360d8f,208,2,402.88,2,3,3,8,Low
52654,bcfc1d8cf64a476b003cee4599f9fd11,106,2,108.99,2,3,1,6,Medium
52655,bcfc9032cea53ef734a6008742d954fc,85,2,119.88999999999999,3,3,1,7,Medium
52670,bd0512ab6c631a62fdc974a682600f56,217,2,284.89,1,3,3,7,Medium
52683,bd0f8d6b6bc185debdf79f91ba30fdc6,425,2,220.0,1,3,2,6,Medium
52825,bd8bee2d841f2573c7c4f2d49dfdcaf0,416,2,149.08,1,3,2,6,Medium
52831,bd8ee6a65c4d647953792da821444580,151,2,359.69,2,3,3,8,Low
52873,bdbc3238ae12ff1aab4853dbcbc2241c,19,2,112.82,3,3,1,7,Medium
52906,bdde9ce1c27b88a7fe3ef13ad6a80b5f,156,2,66.75,2,3,1,6,Medium
52941,bdfd71dfee6faa67122cc7cdbc14d9f7,79,2,251.0,3,3,2,8,Low
52955,be08ef2ebaeb41941a53aa75db874099,155,2,48.89,2,3,1,6,Medium
52999,be31ab006786747df81854035a1960f4,118,2,58.67,2,3,1,6,Medium
53183,beceaa52fb2f761e647222b3cf7ce0b2,104,2,295.0,2,3,3,8,Low
53232,befed7f0bf7fc3d0262b0f95989a36ae,425,2,199.8,1,3,2,6,Medium
53281,bf257f507db19138f5bc4065313c1f87,77,2,142.8,3,3,2,8,Low
53308,bf429f20c75a39eab83442cda8e59832,31,2,629.7,3,3,3,9,Low
53312,bf448042b40749d8b95fe00c08a9b5cb,88,2,288.9,3,3,3,9,Low
53318,bf482716881b0c14af9efda1fc58a649,60,2,282.8,3,3,3,9,Low
53335,bf59acdae64e9900fd93e4847baa1978,205,2,121.97,2,3,1,6,Medium
53351,bf6504419e536f7c4c2461ebb0689d48,305,2,227.98000000000002,1,3,2,6,Medium
53355,bf6656ef50e6fd00e7517b01d615b4f3,247,3,237.74,1,3,2,6,Medium
53377,bf79e2be560481b2e6014798b4331a18,386,2,77.4,1,3,1,5,High
53383,bf7e07e4ccc7df0889db4653d60c3f27,25,2,27.98,3,3,1,7,Medium
53450,bfb33fedf91eb21f6d32ad5345989a6e,194,2,231.9,2,3,2,7,Medium
53467,bfc84496b1100cbbd83a6f8087526168,314,2,250.96,1,3,2,6,Medium
53473,bfca7a9e3e07df51447510ede80822ec,211,2,492.7,1,3,3,7,Medium
53479,bfcdddab5a2fe5dd1d1b8330795f4061,126,2,225.48000000000002,2,3,2,7,Medium
53502,bfe1ecef0f01ad67e5e0cf1860e94e60,223,2,151.9,1,3,2,6,Medium
53549,c0118e2c0a037c31aeca71d0b81f66a1,32,3,345.49999999999994,3,3,3,9,Low
53586,c036799f1b7d9832bfa372f83278182a,101,2,292.9,2,3,3,8,Low
53588,c0378e9280a6e9401f2b0fd4a288496b,252,2,158.5,1,3,2,6,Medium
53591,c0394cfa96258a94e368499f919a3ba6,20,2,91.98,3,3,1,7,Medium
53615,c0536ee7a009264e0f1bf1c8f4c54ad3,157,2,978.86,2,3,3,8,Low
53656,c0779cfb3d6695eb9a6c14772852e10e,436,2,133.98,1,3,2,6,Medium
53716,c0ab0c71f36879a7e904700157a6d88c,375,2,143.8,1,3,2,6,Medium
53803,c0f139fe95b95fe9648723696465c72b,54,2,159.9,3,3,2,8,Low
53814,c0fc2e3595c750de75d36e7db9399e83,234,2,384.9,1,3,3,7,Medium
53815,c0fcb07a9959ae14f01bad208e445cc4,197,2,339.79999999999995,2,3,3,8,Low
53838,c1133ec81daffffd4871e9353a3c8fb3,60,2,311.5,3,3,3,9,Low
53877,c130bf40aa6d3bdb444b04a8d78adf5a,333,2,145.9,1,3,2,6,Medium
53895,c143eafe10719dcc7dc0a855b2e3554d,68,2,887.44,3,3,3,9,Low
53929,c169c9937db997a267f749cdd64c161f,356,2,1511.2,1,3,3,7,Medium
53933,c17526359e1068290ebf7dd22a856de7,28,2,428.9,3,3,3,9,Low
53944,c17db1418a98b4a6d1dcad61cc579c70,349,2,225.41,1,3,2,6,Medium
53945,c17dec01473d89441bb6a93fcb58e663,48,2,279.0,3,3,3,9,Low
53971,c1977e8e3ea0900e70cd1dd70123d382,147,2,359.67,2,3,3,8,Low
53988,c1a57f5222ef4a8987b8477784809637,230,2,107.38,1,3,1,5,High
54025,c1c17398c133e0b88ab63b2e29dbb2bf,53,2,109.97999999999999,3,3,1,7,Medium
54050,c1d43ef6f70aff50201a1b882176a346,366,2,429.0,1,3,3,7,Medium
54083,c1ef581a9af244904429f1828f2747b8,80,2,179.8,3,3,2,8,Low
54180,c2551ea089b7ebbc67a2ea8757152514,338,2,126.80000000000001,1,3,1,5,High
54187,c25d2fb6d22e04ce43c3652e3cacadad,237,3,134.98,1,3,2,6,Medium
54204,c27a30338b5d9d59399825f77e7dcc61,47,2,198.0,3,3,2,8,Low
54226,c2919fbdb45366551c1e80d5cb35cd3f,37,3,111.99,3,3,1,7,Medium
54236,c297bb9230dc3152522d0c2b4caa7a1a,68,2,408.0,3,3,3,9,Low
54259,c2b85086965c0fed46df434ddd474a9a,134,2,92.99,2,3,1,6,Medium
54260,c2b85b27ebd380c2c156e3e8773bd4c6,8,2,70.94,3,3,1,7,Medium
54310,c2e9a50bcf76b5783bc96f906f95bceb,227,2,299.8,1,3,3,7,Medium
54326,c2f7ac13c2e0937f956659002e5d5783,195,2,123.89,2,3,1,6,Medium
54426,c35ffdd9679e194c3673533720b5e00c,256,2,419.9,1,3,3,7,Medium
54444,c3733cbdb41f37b5477b2c01c523e220,226,2,347.48,1,3,3,7,Medium
54445,c37449d8b51eefa148cd87b2c605a1c1,361,2,112.89000000000001,1,3,1,5,High
54459,c37cc6c1a59d81460a3059744f7ada1c,244,3,444.57000000000005,1,3,3,7,Medium
54475,c385f43894ac5ac31c50339ccf16e8f0,67,2,332.8,3,3,3,9,Low
54495,c3a1aa867de7bbc426695e756107ed38,287,2,264.98,1,3,3,7,Medium
54505,c3a8c3c742829113458555ed8d300404,19,2,689.89,3,3,3,9,Low
54581,c3efecdc2ca34416d845120af0bfca09,186,2,48.480000000000004,2,3,1,6,Medium
54600,c400a61d8b936f7d10930fc142a39407,436,2,195.8,1,3,2,6,Medium
54606,c40388c86f0334d1d69f33fc43322a8c,459,2,199.8,1,3,2,6,Medium
54612,c4063084f01f085897c04bcbd81fcb69,10,2,692.8,3,3,3,9,Low
54618,c40b4a21d854ab194280dadc8998061f,305,2,219.8,1,3,2,6,Medium
54622,c411c8b6dbaffd467263f87a23f2cf52,111,2,188.99,2,3,2,7,Medium
54688,c4536b58064f144d0538c9cc69c2765d,193,2,474.9,2,3,3,8,Low
54701,c45ece361aab055ea6c55b61eb2d99c0,210,2,418.3,1,3,3,7,Medium
54738,c48322635a138a5714e55d9113d0e266,288,2,787.96,1,3,3,7,Medium
54767,c499023d38f0db1bcf3db96b3c8a5dee,53,2,78.8,3,3,1,7,Medium
54774,c49c236a96f8e5b983ce6467af4317b9,57,2,263.8,3,3,3,9,Low
54781,c4a0864ef7d2deb7cdb86898faf6ffa6,86,2,49.98,3,3,1,7,Medium
54837,c4cf9b10d2668bfabb498d93004ab4a0,149,2,194.98,2,3,2,7,Medium
54845,c4d781fcde967593104a3f3adaee38c6,345,2,88.0,1,3,1,5,High
54852,c4d9ec8c227594222eedd980cb28a6f4,309,2,204.8,1,3,2,6,Medium
54869,c4ebedb09beb89cc0314c5c0c33f8053,94,2,209.84,2,3,2,7,Medium
54881,c4fe9fc8b5e1b4f9992db983d0429854,359,3,315.0,1,3,3,7,Medium
54907,c51a1ea9fa9851c70f89d1178c861150,391,2,74.69999999999999,1,3,1,5,High
54908,c51a1f42780144ae12d0e529abc3f83f,151,2,459.87,2,3,3,8,Low
54953,c5400d2fca348bd1313426efe4b10a51,8,2,166.82,3,3,2,8,Low
54986,c55821f6a2a59a93d4cde13a2ec14661,257,2,292.95000000000005,1,3,3,7,Medium
55071,c5b58e89d4e287e453b4a0bffcf7a025,276,2,233.9,1,3,2,6,Medium
55138,c5f6047fb345ffd234cf5b26268988be,328,2,335.1,1,3,3,7,Medium
55151,c60635e3c36e27ff9222fdac1ef3e17f,8,2,269.8,3,3,3,9,Low
55223,c644c379a96ef9468f073699ae37a84b,57,2,85.85000000000001,3,3,1,7,Medium
55248,c658495c41a24ef33a852db6840738a1,110,2,64.98,2,3,1,6,Medium
55384,c6df3869c263531ebd51f0454a353605,402,3,40.7,1,3,1,5,High
55473,c731a46dd44dfe456ccfa8968206943d,280,2,131.9,1,3,2,6,Medium
55537,c76762dfb642ac154475239639f7f8f4,446,3,196.43,1,3,2,6,Medium
55625,c7b577de54cb78d5d8f60f78f0476a52,82,2,119.8,3,3,1,7,Medium
55641,c7c19110042036e6266adc998cbf1289,155,2,264.70000000000005,2,3,3,8,Low
55708,c7fb8ec1ea35af7e89f989b6e17e2bd8,177,2,944.5999999999999,2,3,3,8,Low
55716,c803385049057260f738c18c12749747,340,2,147.96,1,3,2,6,Medium
55793,c83c41456526926a16e2f95d3652b6d3,88,2,218.9,3,3,2,8,Low
55829,c8592d5ae5bde92205a4eedb41d9455e,144,2,329.97,2,3,3,8,Low
55833,c85df1c6ef6f7bb605e1c49d34f172ee,142,2,178.8,2,3,2,7,Medium
55840,c863f613022e5ce024c630ffa65ab51d,47,2,139.9,3,3,2,8,Low
55907,c89d91308d60d2f2076d20296962f2c3,77,2,48.98,3,3,1,7,Medium
56013,c902f3ef39179b58e803da196af3467a,155,2,89.2,2,3,1,6,Medium
56016,c90610b4cd15ff318841445c558c41fb,346,2,120.3,1,3,1,5,High
56031,c9158d089637ab443c78984d20da7fc0,89,2,125.80000000000001,3,3,1,7,Medium
56058,c92f31f36283b5e3c4b4657734ea8c16,70,2,154.89000000000001,3,3,2,8,Low
56067,c937a5d7fe89380c128d9b8746495474,94,2,439.98,2,3,3,8,Low
56101,c957b57bcaff0ed3a494d95c865de4a1,165,2,212.8,2,3,2,7,Medium
56121,c968cdb924339d7a42e0c448153b72cc,196,2,648.99,2,3,3,8,Low
56161,c988628b7bc5d9c645eb7a3a66f31b46,63,2,132.9,3,3,2,8,Low
56202,c9b3b24308b1a4587ffa3e60fafc2b1f,176,3,502.99,2,3,3,8,Low
56221,c9c6d353f4101827b3dbc83b093b2fe6,389,2,134.89000000000001,1,3,2,6,Medium
56224,c9c7f143771017a9c61af26f7291f7a5,153,2,174.20999999999998,2,3,2,7,Medium
56266,c9ec7638cb8f2dd8e4439fa8374d89e4,120,2,119.88999999999999,2,3,1,6,Medium
56300,ca0cd77819a2427d6ca0e0d0e92de58b,181,2,164.8,2,3,2,7,Medium
56321,ca26c28cab4d8cef1f2bc24e9bc78380,7,2,251.99,3,3,2,8,Low
56335,ca3865ab988451f1544dad3910217f29,83,2,103.80000000000001,3,3,1,7,Medium
56364,ca55f9ebddc988ee65f4dea1a93ebc98,69,2,127.99,3,3,1,7,Medium
56391,ca6d9bc2e717c2a0aa19d77a3bfa5398,298,2,1198.0,1,3,3,7,Medium
56398,ca77025e7201e3b30c44b472ff346268,4,5,687.66,3,3,3,9,Low
56430,ca994abc57b0bd7981d91d0061b3d8d6,252,3,489.88,1,3,3,7,Medium
56441,caa3d56b7a6777daaa2793053bdf2309,148,2,64.99,2,3,1,6,Medium
56477,cabef558b42bd1d2578afc81048e8415,22,2,64.89,3,3,1,7,Medium
56549,cb06773dbb3415543b78720a3986344e,43,2,112.7,3,3,1,7,Medium
56619,cb4f48aa5b4657435b012a65f2a122eb,72,2,919.9,3,3,3,9,Low
56627,cb57be427d5e8c06c10cdd1540df1e00,147,2,399.8,2,3,3,8,Low
56631,cb5c545d96f39390b7f372aaa88c4a7e,180,2,78.0,2,3,1,6,Medium
56651,cb6eb4e06104e8902288c07ff4224c28,167,2,136.0,2,3,2,7,Medium
56743,cbc71e02efb1d43b84f80b2a64d6013c,7,2,199.89,3,3,2,8,Low
56759,cbd08b04b3f301152b7570da5e9c8cc4,226,3,1189.6999999999998,1,3,3,7,Medium
56782,cbe71e4cb0b82b97bbec5cd51e0fa3ea,57,2,205.70000000000002,3,3,2,8,Low
56791,cbebce165db72a2bfba9e81a3411bdf7,356,2,316.4,1,3,3,7,Medium
56816,cc025521d96a3005316b61cde71907db,69,2,413.9,3,3,3,9,Low
56817,cc0472ed54d7ef34d66a4cad6bf2e666,64,2,168.8,3,3,2,8,Low
56836,cc14ea7099959d91a17c9d7c3a46721d,346,3,481.6,1,3,3,7,Medium
56893,cc47f99364c6a2b50a87c1bbb3e4f0f8,25,2,299.6,3,3,3,9,Low
56997,ccac5680eab564a88f301f59030b448b,347,2,124.80000000000001,1,3,1,5,High
57023,ccc3e3aa5b39011a6b206229fb9b4383,135,2,115.89,2,3,1,6,Medium
57037,ccd2f7d983d761b9c7520a266bfcfc81,165,2,48.97,2,3,1,6,Medium
57089,cd04cd9aa9eb0b51b40a2b124f3a93f3,195,2,218.9,2,3,2,7,Medium
57114,cd11a0920c498edb1da9ecd2d31aa599,87,3,167.7,3,3,2,8,Low
57174,cd52ca09554e5cc34d9ec28d230008af,40,2,114.97,3,3,1,7,Medium
57226,cd86f2b40a6183a8212f9053bb0aaf8a,42,2,525.48,3,3,3,9,Low
57309,cddc66766972c6d5da2fdd80fcefe1f0,40,2,353.99,3,3,3,9,Low
57433,ce60a50b73f7934a7d4caa92f2f05bbf,241,2,127.9,1,3,1,5,High
57483,ce8b665ad7a00dfee2a4fbd19dedb82a,64,2,456.65,3,3,3,9,Low
57532,ceb767afcf00ef4fedae42343064aa3d,59,2,151.8,3,3,2,8,Low
57555,cecc19ff12c206e6368dd1e9c22a848d,42,3,738.39,3,3,3,9,Low
57575,cee4e6509d99d45518c65d26971c1cbb,286,2,195.89,1,3,2,6,Medium
57594,cef2883537239067f21cf38c1b2abb32,44,2,79.8,3,3,1,7,Medium
57595,cef29e793e232d30250331804cdb7000,102,3,1712.7199999999998,2,3,3,8,Low
57601,cef44ce121b124fdc3438472b1ac4e9a,80,2,76.5,3,3,1,7,Medium
57650,cf26c0ed98d29abab5c9fe2643f88d19,396,2,29.98,1,3,1,5,High
57664,cf32aeb4e8a323e6499a573ac5c90326,258,2,189.4,1,3,2,6,Medium
57741,cf7d5df4ee5ebe39ed41f0c5c1584b1c,276,2,169.0,1,3,2,6,Medium
57800,cfb025f193db116549c9c23e4d58e3e3,124,2,90.8,2,3,1,6,Medium
57850,cfdaaa0caea59b06efb4b0fb8c700684,423,2,169.8,1,3,2,6,Medium
57872,cfe96f24bd8c36325e0d92e44324cf66,215,2,126.46,1,3,1,5,High
57911,d0145502f422d4a9387f75186674f29a,40,2,166.9,3,3,2,8,Low
57926,d01cf8c6c7c836c5dd9320585928f42b,15,2,90.0,3,3,1,7,Medium
57944,d02cbb85434c84acabb8e81bbf064d3e,25,3,127.69999999999999,3,3,1,7,Medium
57972,d045537cf9bd29e415334af5a6cb8ff5,282,2,153.8,1,3,2,6,Medium
57996,d059a0ec4c911c7abb10602099670325,274,2,226.05,1,3,2,6,Medium
58003,d05fdf65460ea1bf8735cd5843c3d97d,48,2,281.0,3,3,3,9,Low
58048,d0813c57df04369487ff42ab24dd0ac7,160,2,74.27,2,3,1,6,Medium
58073,d0924cc48eeb9e613a31e365ba1db47d,91,2,201.9,2,3,2,7,Medium
58105,d0af5dec42f3bf160195f5bcb704fd01,242,2,22.8,1,3,1,5,High
58112,d0b2f9c9f13d9048969517d02237b432,433,2,43.98,1,3,1,5,High
58127,d0bd25a13b24e8d59a11adda68bd3ecd,306,2,266.98,1,3,3,7,Medium
58129,d0be859f85cda9d896ab14e4ffba955d,74,2,303.0,3,3,3,9,Low
58140,d0c8fa169b9f2995d6a1692a0e3aae32,122,2,301.77,2,3,3,8,Low
58169,d0e376592a3036444738ee6a426785c1,92,2,158.33,2,3,2,7,Medium
58172,d0e4eb7f19326cba84b20949f1c90393,141,2,49.98,2,3,1,6,Medium
58195,d0f6a442ee95ea8674c2d8ba325f41c0,1,2,749.0,3,3,3,9,Low
58216,d1085381045ea6f88be5cc3e14c61e55,344,2,84.69999999999999,1,3,1,5,High
58272,d130666a33d3681209c5c752fe56ee10,184,2,1128.0,2,3,3,8,Low
58276,d132b863416f85f2abb1a988ca05dd12,0,2,973.74,3,3,3,9,Low
58430,d1c1745d918b9661759fce57da31a2d4,91,2,301.9,2,3,3,8,Low
58582,d24e1d0902dac57dd313bcf4f9c80160,7,2,135.0,3,3,2,8,Low
58590,d2560fea402745a0f20f542f829c6109,322,2,27.96,1,3,1,5,High
58615,d26c616e241736e0c1c1ab14150239e7,61,2,336.9,3,3,3,9,Low
58624,d270eb25f6d487d94778d358b01c651f,253,2,32.85,1,3,1,5,High
58626,d27295915d486516b99c3aed8628e83b,14,2,885.9,3,3,3,9,Low
58634,d277ef4a75c805239e54be86625e0722,51,2,160.0,3,3,2,8,Low
58637,d2787622df9fd933c164f7cf696a4e2a,215,2,279.8,1,3,3,7,Medium
58737,d2d3ed262b31f2bb50932fd0b1ab5df7,361,2,249.95,1,3,2,6,Medium
58770,d2ecc28fac1b377eefe7b209a895626a,147,2,1064.0,2,3,3,8,Low
58778,d2f38262a9f66d15aa9fc2b60ea873d9,332,2,149.89000000000001,1,3,2,6,Medium
58860,d3359a56d96666ac0c21bb01e7a61c95,40,4,356.92,3,3,3,9,Low
58895,d3581765bcf955dcf282b1642c74157c,98,2,93.69999999999999,2,3,1,6,Medium
58904,d35b852498996bd67a141c266e92f35b,314,2,19.99,1,3,1,5,High
58920,d366cfc097d250c153a712cebfc7d94a,85,2,356.8,3,3,3,9,Low
58936,d3738b2218832d0397dbbceffa3f3514,71,2,149.89,3,3,2,8,Low
58938,d375c3a3a6bff030c08c6d4109b3f226,170,2,134.9,2,3,2,7,Medium
58943,d37b5d5b492f667ea230e377a97fe859,91,2,145.4,2,3,2,7,Medium
58961,d387ea85dc301a91740e31360d355686,35,2,1197.0,3,3,3,9,Low
58962,d3882d7abd0c66064d740d7ed04dd1ef,75,3,108.28,3,3,1,7,Medium
58979,d393419796111dfaf317ca354f6c30e6,140,2,76.5,2,3,1,6,Medium
59073,d3e6520dde5fda9917fb56ffc3066d66,37,2,336.9,3,3,3,9,Low
59082,d3efd0ae3bee9c35f302e336aef87b99,386,2,134.8,1,3,2,6,Medium
59086,d3f15df5924e63131bcdac6364b6a6fd,389,2,173.39999999999998,1,3,2,6,Medium
59142,d42abb03c8796ea293a48772c24843c1,79,2,181.3,3,3,2,8,Low
59159,d43c6aa82fc6dc2c43d6813a4822081f,106,2,79.45,2,3,1,6,Medium
59180,d44ccec15f5f86d14d6a2cfa67da1975,171,3,290.8,2,3,3,8,Low
59185,d451891847b64bb4cf9a40e9cfe1c7a2,448,2,656.96,1,3,3,7,Medium
59313,d4bfdb188411b1d1fdd0a66e8017e8b4,308,2,274.9,1,3,3,7,Medium
59359,d4e5ada242c876e58b2dbbcfaa80d977,23,2,169.98000000000002,3,3,2,8,Low
59449,d5419994a02a55d4b7cd00e77fabdbae,145,2,1140.83,2,3,3,8,Low
59465,d55417a83a73d1702b43988e63f0731a,6,2,257.5,3,3,3,9,Low
59492,d567f29ec5fa447c99e949f337f3a35c,136,2,132.89,2,3,2,7,Medium
59498,d56ded4569dd9821b2f83710a56afbde,256,2,164.99,1,3,2,6,Medium
59602,d5ca668597a3b40c1e527db8c761f03c,63,2,52.7,3,3,1,7,Medium
59653,d5f79f616536f08c3946ee6ac810a43a,209,2,134.23000000000002,1,3,2,6,Medium
59719,d64023c35e5c1452ce568e993ac12c86,20,2,198.0,3,3,2,8,Low
59763,d66f438b3fcdcf22e7224aaeaf525443,157,2,147.0,2,3,2,7,Medium
59884,d6df1c8cb71c59d9b52d828dc6d0f5b3,11,3,156.0,3,3,2,8,Low
59994,d753459418d268407f19b64be28e3c5a,480,2,20.8,1,3,1,5,High
60002,d75a854dd5534f42bfac3299ac2d0b33,48,2,314.9,3,3,3,9,Low
60003,d75acd4c5b7b4dfd32b9d9172b195419,23,2,168.9,3,3,2,8,Low
60013,d7624d219b6ffad980e91412174db310,390,3,54.09,1,3,1,5,High
60041,d77aa95864ae5b42160937615628723a,244,2,2400.0,1,3,3,7,Medium
60095,d7a86208b8dd2e697ddf825c386a0402,134,2,251.79000000000002,2,3,2,7,Medium
60096,d7a9f47a1c943e087a775dc2f9d43eb3,13,2,109.97999999999999,3,3,1,7,Medium
60109,d7b402c756be57180fa0df36f58d8b7f,294,2,100.94,1,3,1,5,High
60110,d7b4f3c9c89ba771ef099693c61d7085,138,2,77.9,2,3,1,6,Medium
60116,d7b918d0c8219843c0a245d589680a60,275,2,790.86,1,3,3,7,Medium
60132,d7c6335139cb055ed0ce1125ddc788d8,153,2,336.82,2,3,3,8,Low
60133,d7c6bdf20c4ec9c9cda815dde58e778a,319,2,79.98,1,3,1,5,High
60154,d7e0432688bbd72d3567568903f6117c,89,2,178.3,3,3,2,8,Low
60202,d8079e13179a4ba20a2d06c42e713ff9,183,2,159.89,2,3,2,7,Medium
60207,d815021b4d2400e191b912e96d494b2a,276,2,129.8,1,3,2,6,Medium
60222,d821b0981be9795c42ff1b2dece149cb,127,2,199.89000000000001,2,3,2,7,Medium
60296,d87cd982d4b793abe00c75c000c89237,140,2,130.89000000000001,2,3,2,7,Medium
60345,d8a89dc47bde7dc0b83a3434cc017ee1,175,2,434.98,2,3,3,8,Low
60351,d8ad2c0c09bb419ee20bbbda66ed6d9c,45,2,104.9,3,3,1,7,Medium
60425,d8e4bf349af9df104faeef494ad2c6de,209,2,119.89,1,3,1,5,High
60449,d8f979fcfc0ce686f6abf5af5f5217d4,193,2,285.8,2,3,3,8,Low
60486,d92462d83762d5e5c112bccc344119e6,159,2,86.9,2,3,1,6,Medium
60490,d927267e54f07b9e0fd408d2f840024c,350,2,242.70999999999998,1,3,2,6,Medium
60575,d97b3cfb22b0d6b25ac9ed4e9c2d481b,195,2,878.08,2,3,3,8,Low
60684,d9d038353abdad5717e9d11c1748736d,267,2,119.80000000000001,1,3,1,5,High
60712,d9e6c750121d4d84ba6f2cdc6cc80008,126,2,98.99,2,3,1,6,Medium
60752,da0440138fea4368af70b5cb01126a9c,249,2,156.89000000000001,1,3,2,6,Medium
60767,da122df9eeddfedc1dc1f5349a1a690c,394,2,7388.0,1,3,3,7,Medium
60779,da1e7179b9c5a1494d78528cbcf05aa0,172,2,1399.9,2,3,3,8,Low
60788,da29b8a3970adddb9ed2dc8a492065af,224,2,114.9,1,3,1,5,High
60795,da2b78576894a7f95d45bfd20250cc54,147,3,374.15,2,3,3,8,Low
60861,da5bbfd583efb762f6fda762f1aaf4a9,370,2,104.5,1,3,1,5,High
60898,da8198ea45b815ac5588df1dc7f66661,74,2,149.98,3,3,2,8,Low
60913,da8f764b90a3b800f31d093c22cd3074,115,2,234.89,2,3,2,7,Medium
60919,da938ecdfde4d90f6c247bfa5233c66a,290,2,198.92,1,3,2,6,Medium
60946,daa7bbf7016cc30bf64f97d1db63e5e6,290,2,62.95,1,3,1,5,High
61024,daf8072197465eabacb942e6f644585a,261,2,41.0,1,3,1,5,High
61033,db03954a9a1cc5e71f6e0f73e81a628c,207,3,483.0,2,3,3,8,Low
61036,db07fd2ad9869f8356b1fbeefdac31e8,38,3,224.9,3,3,2,8,Low
61119,db539c729198334582efc7b53c803c79,391,2,68.89,1,3,1,5,High
61166,db856e8cb7586dd746d36ee69f7dbe68,35,2,129.75,3,3,2,8,Low
61227,dbc19912d7a5ce777b71178146f803f8,22,2,83.99,3,3,1,7,Medium
61252,dbd74164682e2397d489169439362184,282,2,89.9,1,3,1,5,High
61259,dbdfcd1e9de47452f3c9b0229bc0edc3,203,2,249.8,2,3,2,7,Medium
61290,dc0274a25d881c813da7d55b7faace37,74,2,31.1,3,3,1,7,Medium
61323,dc1dac999319e4de0009df7ad0d02104,341,2,94.80000000000001,1,3,1,5,High
61325,dc1e294dceea9fbe6bd8646954e03c95,86,2,299.9,3,3,3,9,Low
61372,dc450fdb03562a6d52752858f7855348,438,2,466.79999999999995,1,3,3,7,Medium
61377,dc48b0a1b0e6abb6586f322c189f6b93,153,2,165.8,2,3,2,7,Medium
61385,dc591097f939fa6a57749d030d937500,308,2,692.51,1,3,3,7,Medium
61428,dc80a79483121fee90b0d2f53d1054f5,110,2,725.0,2,3,3,8,Low
61429,dc813062e0fc23409cd255f7f53c7074,156,5,612.86,2,3,3,8,Low
61436,dc858be5b0bb881c067192937bf4ff78,89,2,78.8,3,3,1,7,Medium
61475,dca9a13536adcef18c6c5859487347b1,44,2,395.79999999999995,3,3,3,9,Low
61481,dcae10a371a35e87b7e88b8724a7bbea,194,2,108.9,2,3,1,6,Medium
61520,dcc9c0fd8dbf091ca2965710ef45c16c,282,2,95.99,1,3,1,5,High
61563,dcee1e44ded6f1bfc5b4988d771243da,147,2,717.9,2,3,3,8,Low
61619,dd25b514ee922669e5de2d638199a3e3,108,2,162.8,2,3,2,7,Medium
61695,dd6ca4bccbd21803d32139af5b908fd7,139,2,124.80000000000001,2,3,1,6,Medium
61697,dd6e665621eca3de5e37b072f7d50f0c,215,2,119.5,1,3,1,5,High
61712,dd7b0e9b51e5377bd9c1fd3e286c7b9d,63,2,11.98,3,3,1,7,Medium
61722,dd8253fe17486f2e2cbff105e36e4a55,105,2,836.9,2,3,3,8,Low
61732,dd8c586651f9232e473ad86cf89c143f,375,2,82.9,1,3,1,5,High
61809,ddcbd9c87bce192fc14812129a7894da,30,2,439.9,3,3,3,9,Low
61846,ddeb6f3566dcf17cb455271ac103a73f,89,2,348.79,3,3,3,9,Low
